Student_ID,Name,Gender,District,Schooling_Type,Internet_Access,Parental_Education_Level,Scholarship_Status,Extracurricular_Participation,Residence_Type,School_Medium,Education_System,Transport_Mode,Attendance_Percentage,Study_Hours_per_Week,CGPA,Assignment_Average,Quiz_Average,Mid_Marks,Final_Marks,Final_Exam_Status,Submission_Date
584,Adnan Awan,Male,Gujranwala,Public,No,Bachelors,No,Multiple Activities,Rural,English Medium,Punjab Board,Public Transport,72,3,2.79,58.18,52.19,71,52,Pass,2023-11-15
585,Hamza Malik,Male,Gujranwala,Madrasa,Yes,Masters,Yes,Sports,Urban,English Medium,Cambridge System,Public Transport,80,3,2.61,60.87,43.89,69,66,Pass,2023-09-13
586,Farhan Sheikh,Male,Multan,Private,No,Intermediate,No,Sports,Urban,English Medium,Cambridge System,School Bus,60,20,2.33,69.0,83.1,93,74,Fail,2024-03-20
587,Mehak Khan,Female,Faisalabad,Public,Yes,Intermediate,No,Arts Society,Rural,Urdu Medium,Punjab Board,Own Vehicle,75,16,3.1,53.56,89.03,79,43,Pass,2024-10-07
588,Amna Malik,Female,Quetta,Home Schooling,No,Matric,Yes,Multiple Activities,Rural,English Medium,Sindh Board,Walking,58,5,2.22,64.57,53.75,83,78,Pass,2024-05-04
589,Adeel Sheikh,Male,Rawalpindi,Home Schooling,No,Primary,Yes,Volunteer Work,Rural,Urdu Medium,Sindh Board,Public Transport,77,4,2.03,56.44,56.87,48,84,Fail,2024-05-21
590,Amna Butt,Female,Lahore,Madrasa,No,Masters,No,Arts Society,Rural,English Medium,Punjab Board,Public Transport,84,13,3.33,89.96,41.44,73,53,Pass,2023-07-17
591,Omer Raza,Male,Gujranwala,Madrasa,No,Intermediate,No,Sports,Rural,English Medium,Federal Board,School Bus,97,19,2.33,85.6,61.54,54,85,Pass,2023-10-14
592,Zain Shah,Male,Rawalpindi,Public,Yes,Primary,No,Volunteer Work,Urban,English Medium,Federal Board,School Bus,55,9,3.91,74.01,68.28,80,99,Pass,2023-09-18
593,Usman Sheikh,Male,Karachi,Madrasa,Yes,PhD,No,None,Rural,Urdu Medium,Punjab Board,Walking,80,6,3.52,90.17,88.37,74,55,Fail,2024-02-10
594,Omer Shah,Male,Multan,Home Schooling,Yes,Masters,No,Debate Club,Rural,Urdu Medium,Sindh Board,Public Transport,84,13,3.92,70.08,83.53,81,87,Fail,2024-05-22
595,Fatima Butt,Female,Sialkot,Home Schooling,Yes,Primary,No,Multiple Activities,Rural,Urdu Medium,Federal Board,Own Vehicle,100,5,3.2,60.87,59.59,96,91,Fail,2023-05-30
596,Hira Qureshi,Female,Faisalabad,Private,No,Uneducated,No,None,Urban,English Medium,Federal Board,Public Transport,82,2,2.56,93.46,43.15,49,86,Pass,2024-09-14
597,Noor Qureshi,Female,Rawalpindi,Madrasa,Yes,Primary,No,None,Rural,Urdu Medium,Cambridge System,Public Transport,73,20,3.0,50.19,87.96,87,76,Pass,2023-01-06
598,Ahmed Raza,Male,Peshawar,Madrasa,Yes,Masters,No,Arts Society,Urban,Urdu Medium,Punjab Board,Public Transport,93,13,2.31,69.94,41.22,56,90,Pass,2025-01-22
599,Ali Awan,Male,Lahore,Home Schooling,No,PhD,No,Debate Club,Rural,English Medium,Punjab Board,Walking,55,2,2.02,70.52,44.01,59,57,Fail,2024-12-02
600,Shayan Khan,Male,Sialkot,Madrasa,Yes,Masters,Yes,None,Urban,English Medium,Cambridge System,School Bus,68,15,3.43,93.03,53.49,40,61,Pass,2023-06-27
601,Sara Raza,Female,Sialkot,Madrasa,Yes,Primary,Yes,Debate Club,Urban,English Medium,Sindh Board,Walking,84,23,3.12,53.22,78.76,61,87,Fail,2025-03-21
602,Adnan Qureshi,Male,Islamabad,Private,Yes,Matric,No,Multiple Activities,Urban,Urdu Medium,Federal Board,School Bus,85,7,2.06,65.08,64.12,57,67,Pass,2024-01-22
603,Saad Qureshi,Male,Islamabad,Madrasa,No,PhD,No,Volunteer Work,Rural,English Medium,Sindh Board,Own Vehicle,82,4,2.57,89.67,66.85,74,40,Fail,2023-01-01
604,Fatima Butt,Female,Gujranwala,Home Schooling,No,Matric,No,Debate Club,Urban,Urdu Medium,Sindh Board,Public Transport,74,15,3.67,69.51,57.84,79,77,Pass,2024-11-04
605,Ali Butt,Male,Rawalpindi,Public,No,PhD,No,Debate Club,Rural,English Medium,Federal Board,Own Vehicle,61,6,3.75,61.06,78.93,99,81,Pass,2024-05-01
606,Zainab Awan,Female,Islamabad,Public,No,Intermediate,No,Arts Society,Urban,English Medium,Punjab Board,Public Transport,89,4,2.79,62.61,59.85,85,61,Fail,2023-11-02
607,Adnan Shah,Male,Islamabad,Public,Yes,PhD,Yes,Arts Society,Rural,Urdu Medium,Sindh Board,Own Vehicle,81,12,3.28,80.39,53.19,93,40,Pass,2024-04-23
608,Alina Butt,Female,Peshawar,Madrasa,Yes,Masters,Yes,Volunteer Work,Urban,Urdu Medium,Federal Board,School Bus,78,26,3.57,51.76,65.94,61,72,Fail,2023-07-02
609,Noor Chaudhry,Female,Peshawar,Home Schooling,No,Intermediate,No,Multiple Activities,Urban,English Medium,Punjab Board,Own Vehicle,66,20,2.6,76.1,73.15,65,80,Pass,2025-07-30
610,Maha Sheikh,Female,Sialkot,Madrasa,No,Uneducated,No,Arts Society,Urban,English Medium,Cambridge System,Public Transport,99,3,3.36,80.1,43.6,43,93,Pass,2023-11-01
611,Alina Awan,Female,Quetta,Home Schooling,Yes,Bachelors,No,Multiple Activities,Urban,Urdu Medium,Cambridge System,Own Vehicle,56,6,3.16,93.69,78.71,92,52,Pass,2023-03-19
612,Fatima Awan,Female,Sialkot,Private,No,PhD,No,Sports,Rural,Urdu Medium,Punjab Board,Public Transport,78,13,3.77,64.3,53.34,51,47,Pass,2024-08-28
613,Hamza Malik,Male,Multan,Public,Yes,Primary,No,Arts Society,Rural,English Medium,Sindh Board,Public Transport,96,20,2.62,86.84,51.59,71,86,Fail,2025-10-20
614,Kamran Raza,Male,Rawalpindi,Private,No,Masters,Yes,Sports,Urban,Urdu Medium,Federal Board,Walking,68,18,2.64,57.94,70.95,51,79,Fail,2023-04-09
615,Bushra Iqbal,Female,Sialkot,Home Schooling,Yes,Intermediate,No,Arts Society,Urban,English Medium,Cambridge System,Own Vehicle,80,28,2.08,63.49,55.16,40,88,Fail,2025-05-24
616,Ayesha Sheikh,Female,Quetta,Private,No,Matric,No,Debate Club,Rural,English Medium,Punjab Board,School Bus,84,3,3.25,50.27,77.37,64,61,Pass,2024-12-31
617,Zain Awan,Male,Quetta,Public,Yes,PhD,No,Sports,Rural,Urdu Medium,Cambridge System,School Bus,98,12,3.36,83.88,48.95,47,93,Pass,2024-12-21
618,Talha Qureshi,Male,Sialkot,Madrasa,Yes,Matric,Yes,Debate Club,Urban,English Medium,Sindh Board,Public Transport,86,17,2.79,57.17,64.58,64,46,Pass,2025-07-22
619,Maryam Butt,Female,Peshawar,Madrasa,No,Intermediate,Yes,Debate Club,Urban,Urdu Medium,Federal Board,Walking,66,4,3.94,68.44,43.94,61,85,Pass,2024-08-02
620,Ayesha Khan,Female,Rawalpindi,Public,No,Matric,No,Volunteer Work,Rural,Urdu Medium,Sindh Board,School Bus,87,29,2.89,93.14,54.87,95,40,Fail,2024-03-11
621,Ahmed Sheikh,Male,Gujranwala,Private,Yes,Masters,Yes,None,Urban,Urdu Medium,Federal Board,School Bus,71,13,2.11,63.27,74.09,78,47,Fail,2024-05-30
622,Hira Sheikh,Female,Lahore,Home Schooling,Yes,Intermediate,No,None,Rural,English Medium,Cambridge System,Own Vehicle,94,14,2.12,80.47,83.39,72,95,Pass,2023-07-21
623,Adnan Malik,Male,Lahore,Public,Yes,PhD,No,None,Rural,English Medium,Cambridge System,School Bus,58,28,2.6,75.24,80.32,63,69,Fail,2024-01-25
624,Farhan Butt,Male,Islamabad,Public,Yes,Intermediate,No,Volunteer Work,Urban,Urdu Medium,Punjab Board,School Bus,88,3,2.58,46.04,83.97,99,76,Fail,2023-03-29
625,Zeeshan Qureshi,Male,Rawalpindi,Private,No,Matric,No,Volunteer Work,Rural,Urdu Medium,Punjab Board,School Bus,87,15,2.14,91.01,69.79,58,48,Pass,2023-01-16
626,Hira Malik,Female,Rawalpindi,Private,Yes,Bachelors,No,Volunteer Work,Urban,Urdu Medium,Punjab Board,School Bus,91,3,2.92,62.9,53.99,96,89,Pass,2025-04-15
627,Rabia Chaudhry,Female,Sialkot,Home Schooling,Yes,Matric,No,Sports,Urban,Urdu Medium,Sindh Board,Own Vehicle,61,25,2.91,67.98,63.96,48,77,Fail,2025-06-20
628,Hamza Butt,Male,Gujranwala,Public,Yes,PhD,No,None,Rural,English Medium,Cambridge System,Walking,96,20,2.2,47.77,43.92,46,70,Fail,2023-12-01
629,Farhan Sheikh,Male,Rawalpindi,Private,No,PhD,No,None,Urban,English Medium,Federal Board,Walking,66,13,3.88,61.89,76.59,49,100,Pass,2023-01-09
630,Ahmed Sheikh,Male,Sialkot,Madrasa,No,Bachelors,No,Volunteer Work,Urban,English Medium,Punjab Board,Public Transport,59,29,3.32,71.59,64.92,78,71,Fail,2024-07-12
631,Bushra Awan,Female,Gujranwala,Private,Yes,Bachelors,Yes,Arts Society,Urban,Urdu Medium,Sindh Board,Own Vehicle,75,13,3.96,51.4,57.58,68,75,Fail,2023-02-23
632,Saad Qureshi,Male,Karachi,Private,Yes,Matric,No,Sports,Rural,English Medium,Punjab Board,Walking,74,21,2.15,71.79,82.78,55,46,Pass,2024-02-06
633,Zeeshan Shah,Male,Peshawar,Home Schooling,Yes,Primary,Yes,Sports,Rural,Urdu Medium,Federal Board,School Bus,95,16,3.86,92.59,81.61,67,43,Fail,2023-03-05
634,Alina Butt,Female,Karachi,Madrasa,No,Masters,No,Volunteer Work,Urban,Urdu Medium,Federal Board,Public Transport,90,19,3.5,84.59,41.44,86,51,Pass,2024-11-15
635,Sana Raza,Female,Multan,Madrasa,Yes,Bachelors,No,None,Urban,Urdu Medium,Punjab Board,Walking,85,25,3.4,58.92,73.95,57,100,Pass,2023-10-01
636,Bushra Awan,Female,Quetta,Public,No,Bachelors,Yes,Multiple Activities,Urban,English Medium,Federal Board,Own Vehicle,98,19,2.08,50.26,76.15,61,64,Pass,2024-02-03
637,Adeel Qureshi,Male,Quetta,Private,Yes,Masters,Yes,Multiple Activities,Urban,English Medium,Sindh Board,Own Vehicle,64,14,2.83,51.07,51.18,86,55,Fail,2025-07-03
638,Hamza Malik,Male,Faisalabad,Public,Yes,Primary,No,Arts Society,Urban,English Medium,Cambridge System,Own Vehicle,65,4,3.33,74.02,73.49,76,90,Fail,2023-05-13
639,Ali Raza,Male,Quetta,Private,No,Intermediate,Yes,Debate Club,Urban,English Medium,Sindh Board,Own Vehicle,69,16,3.9,60.25,89.72,48,57,Pass,2024-05-05
640,Sara Chaudhry,Female,Multan,Home Schooling,Yes,Uneducated,Yes,Volunteer Work,Rural,Urdu Medium,Cambridge System,Walking,55,9,3.63,94.75,83.24,46,91,Fail,2023-08-12
641,Ali Sheikh,Male,Faisalabad,Public,No,PhD,Yes,Multiple Activities,Urban,Urdu Medium,Federal Board,Public Transport,59,19,3.64,62.82,53.25,54,44,Pass,2025-09-08
642,Bilal Qureshi,Male,Rawalpindi,Home Schooling,Yes,Matric,No,Multiple Activities,Urban,Urdu Medium,Federal Board,School Bus,90,22,3.34,48.57,78.51,71,84,Fail,2025-05-20
643,Hassan Butt,Male,Sialkot,Public,Yes,Matric,No,Debate Club,Rural,Urdu Medium,Punjab Board,Own Vehicle,57,6,2.37,45.79,51.56,73,81,Pass,2023-06-02
644,Amna Awan,Female,Karachi,Madrasa,No,Bachelors,Yes,Sports,Urban,Urdu Medium,Punjab Board,Walking,69,3,3.36,71.63,68.58,68,74,Fail,2025-06-19
645,Sana Chaudhry,Female,Rawalpindi,Private,Yes,Bachelors,No,Debate Club,Urban,English Medium,Sindh Board,Public Transport,99,7,3.34,59.63,78.51,43,73,Pass,2023-08-20
646,Amna Butt,Female,Sialkot,Home Schooling,No,Primary,No,Debate Club,Urban,Urdu Medium,Sindh Board,Public Transport,99,24,3.85,94.67,82.74,45,51,Fail,2023-07-28
647,Zain Shah,Male,Karachi,Madrasa,No,Bachelors,No,Arts Society,Rural,Urdu Medium,Federal Board,Own Vehicle,87,5,2.72,75.7,88.45,64,65,Pass,2023-01-08
648,Zainab Malik,Female,Sialkot,Home Schooling,Yes,Masters,Yes,Sports,Rural,English Medium,Cambridge System,Own Vehicle,91,24,2.36,59.15,55.92,99,46,Pass,2025-11-03
649,Omer Chaudhry,Male,Sialkot,Home Schooling,Yes,Intermediate,Yes,None,Urban,Urdu Medium,Sindh Board,School Bus,56,16,3.5,56.33,82.97,93,76,Fail,2025-07-16
650,Alina Khan,Female,Peshawar,Private,Yes,Bachelors,No,Arts Society,Rural,English Medium,Federal Board,Public Transport,61,9,3.84,48.25,65.79,93,79,Fail,2025-01-26
651,Maryam Sheikh,Female,Gujranwala,Home Schooling,No,Intermediate,No,Debate Club,Urban,Urdu Medium,Federal Board,Public Transport,72,29,3.58,81.37,62.85,57,69,Fail,2024-01-15
652,Alina Chaudhry,Female,Peshawar,Private,Yes,Matric,No,Sports,Rural,English Medium,Sindh Board,Walking,83,9,3.84,72.77,72.3,70,93,Fail,2024-08-04
653,Adnan Shah,Male,Sialkot,Private,No,PhD,No,Sports,Urban,Urdu Medium,Federal Board,Public Transport,64,12,2.3,55.58,49.6,45,92,Fail,2024-02-22
654,Taha Raza,Male,Lahore,Public,No,Intermediate,No,Multiple Activities,Rural,Urdu Medium,Punjab Board,School Bus,86,28,3.73,90.01,69.08,100,54,Fail,2024-03-19
655,Farhan Butt,Male,Peshawar,Public,No,Uneducated,Yes,Volunteer Work,Rural,English Medium,Punjab Board,Public Transport,90,12,3.05,67.01,50.3,51,57,Pass,2024-06-04
656,Kamran Malik,Male,Multan,Home Schooling,No,Intermediate,Yes,Multiple Activities,Rural,Urdu Medium,Sindh Board,Public Transport,68,18,2.29,87.41,83.2,57,78,Pass,2025-09-09
657,Alina Qureshi,Female,Gujranwala,Madrasa,No,Matric,No,Multiple Activities,Rural,English Medium,Punjab Board,Walking,65,13,2.6,55.44,52.42,74,89,Pass,2023-01-19
658,Zeeshan Sheikh,Male,Rawalpindi,Private,No,Masters,No,None,Rural,English Medium,Punjab Board,Own Vehicle,100,14,3.8,91.43,50.13,80,89,Fail,2024-02-02
659,Kamran Chaudhry,Male,Rawalpindi,Madrasa,No,Bachelors,No,Arts Society,Rural,English Medium,Federal Board,School Bus,86,18,3.98,70.03,54.49,44,91,Pass,2025-07-28
660,Saad Awan,Male,Faisalabad,Private,Yes,Primary,Yes,Multiple Activities,Urban,English Medium,Federal Board,Public Transport,91,20,2.68,83.56,77.72,40,62,Fail,2024-05-07
661,Amna Qureshi,Female,Quetta,Home Schooling,Yes,Masters,No,Sports,Urban,Urdu Medium,Punjab Board,Own Vehicle,89,9,2.22,70.06,85.74,55,95,Fail,2023-01-29
662,Rehan Raza,Male,Rawalpindi,Home Schooling,No,Masters,Yes,Sports,Rural,Urdu Medium,Punjab Board,School Bus,92,23,2.95,55.87,43.66,85,80,Pass,2025-05-12
663,Hira Butt,Female,Gujranwala,Public,No,PhD,No,None,Rural,English Medium,Sindh Board,Walking,90,19,3.77,58.39,89.12,69,73,Pass,2024-06-03
664,Shayan Butt,Male,Gujranwala,Home Schooling,No,Primary,Yes,None,Rural,English Medium,Sindh Board,Own Vehicle,98,15,2.03,57.11,61.24,76,85,Pass,2025-10-04
665,Bushra Malik,Female,Islamabad,Private,No,Masters,No,Arts Society,Urban,English Medium,Sindh Board,School Bus,58,30,3.93,70.27,78.45,64,88,Fail,2023-04-15
666,Laiba Shah,Female,Peshawar,Home Schooling,Yes,Intermediate,No,Sports,Urban,Urdu Medium,Cambridge System,School Bus,97,27,3.1,49.53,87.45,72,78,Pass,2023-10-05
667,Hassan Malik,Male,Rawalpindi,Private,No,PhD,No,Volunteer Work,Rural,Urdu Medium,Punjab Board,Walking,58,16,2.61,68.78,60.08,51,46,Pass,2023-07-01
668,Shayan Iqbal,Male,Gujranwala,Home Schooling,Yes,Uneducated,No,Sports,Urban,Urdu Medium,Cambridge System,Own Vehicle,75,6,3.97,83.0,65.95,81,92,Fail,2025-07-29
669,Zain Khan,Male,Multan,Madrasa,Yes,Primary,Yes,Sports,Urban,Urdu Medium,Punjab Board,Own Vehicle,81,6,2.47,82.4,80.18,70,86,Fail,2025-02-09
670,Saad Butt,Male,Quetta,Home Schooling,No,Primary,No,None,Urban,English Medium,Cambridge System,School Bus,76,24,2.42,78.44,48.7,65,89,Fail,2025-06-10
671,Shayan Sheikh,Male,Faisalabad,Madrasa,Yes,Bachelors,No,Arts Society,Urban,Urdu Medium,Punjab Board,Public Transport,100,22,3.02,93.2,83.03,92,54,Pass,2025-06-18
672,Bilal Awan,Male,Faisalabad,Home Schooling,Yes,Masters,Yes,Multiple Activities,Rural,English Medium,Cambridge System,School Bus,61,20,3.57,82.59,85.07,71,43,Pass,2023-08-05
673,Danish Raza,Male,Multan,Home Schooling,Yes,Primary,No,Arts Society,Urban,Urdu Medium,Federal Board,Public Transport,67,28,3.99,46.05,89.72,92,64,Pass,2025-07-21
674,Zainab Malik,Female,Islamabad,Madrasa,Yes,Uneducated,No,Multiple Activities,Urban,English Medium,Sindh Board,Walking,99,11,2.21,90.0,75.93,47,95,Pass,2024-03-11
675,Taha Malik,Male,Rawalpindi,Private,Yes,PhD,Yes,Volunteer Work,Rural,Urdu Medium,Sindh Board,Walking,96,11,2.89,89.63,61.12,87,73,Fail,2025-07-07
676,Iqra Raza,Female,Multan,Home Schooling,Yes,Bachelors,No,Arts Society,Urban,Urdu Medium,Punjab Board,Own Vehicle,75,3,2.03,56.63,84.46,82,96,Fail,2023-12-31
677,Imran Iqbal,Male,Peshawar,Private,No,Matric,Yes,Debate Club,Rural,English Medium,Sindh Board,School Bus,81,9,3.6,48.87,89.15,92,63,Pass,2025-07-27
678,Alina Iqbal,Female,Rawalpindi,Madrasa,No,Matric,No,None,Urban,Urdu Medium,Federal Board,Public Transport,87,20,2.41,80.19,86.35,94,74,Pass,2024-07-16
679,Ayesha Qureshi,Female,Faisalabad,Madrasa,No,Matric,Yes,Sports,Urban,Urdu Medium,Punjab Board,Walking,97,28,2.87,87.72,81.66,47,71,Fail,2025-06-26
680,Zainab Chaudhry,Female,Sialkot,Private,Yes,Matric,No,Sports,Urban,Urdu Medium,Federal Board,Walking,61,22,2.56,91.91,68.35,44,94,Pass,2024-11-10
681,Maryam Khan,Female,Faisalabad,Private,Yes,PhD,Yes,Sports,Rural,Urdu Medium,Punjab Board,Public Transport,72,19,3.08,72.31,89.43,100,89,Fail,2025-10-20
682,Kiran Qureshi,Female,Quetta,Private,Yes,PhD,Yes,Multiple Activities,Urban,Urdu Medium,Sindh Board,Walking,89,13,3.35,75.03,60.01,54,98,Pass,2023-12-11
683,Maryam Chaudhry,Female,Peshawar,Public,Yes,Masters,Yes,None,Rural,English Medium,Sindh Board,Public Transport,58,18,2.27,89.69,48.82,65,69,Fail,2023-04-24
684,Taha Iqbal,Male,Karachi,Madrasa,No,Uneducated,Yes,None,Rural,English Medium,Punjab Board,Public Transport,81,27,2.35,63.0,41.74,81,78,Fail,2025-08-10
685,Bushra Raza,Female,Islamabad,Public,Yes,Uneducated,Yes,None,Urban,English Medium,Sindh Board,Public Transport,100,11,2.46,78.54,84.2,72,85,Fail,2024-08-15
686,Danish Awan,Male,Rawalpindi,Public,No,Uneducated,Yes,Volunteer Work,Rural,Urdu Medium,Punjab Board,School Bus,71,23,3.61,66.64,79.3,99,100,Pass,2025-02-10
687,Sana Sheikh,Female,Lahore,Home Schooling,Yes,Primary,No,Debate Club,Urban,English Medium,Cambridge System,Public Transport,92,21,3.2,94.75,52.9,79,91,Fail,2025-11-16
688,Noor Malik,Female,Karachi,Private,Yes,Intermediate,Yes,Volunteer Work,Urban,English Medium,Punjab Board,Walking,97,21,3.33,63.6,59.79,72,93,Fail,2024-10-12
689,Imran Sheikh,Male,Karachi,Madrasa,Yes,Masters,No,Arts Society,Urban,Urdu Medium,Punjab Board,School Bus,84,22,2.13,47.04,74.87,99,71,Pass,2024-05-31
690,Bushra Raza,Female,Lahore,Public,Yes,PhD,No,Arts Society,Urban,English Medium,Punjab Board,School Bus,68,21,2.29,67.3,82.09,46,62,Pass,2025-06-03
691,Iqra Butt,Female,Sialkot,Home Schooling,Yes,Intermediate,Yes,Arts Society,Urban,Urdu Medium,Punjab Board,Public Transport,66,9,2.39,45.77,88.84,61,55,Fail,2025-07-15
692,Mehak Malik,Female,Peshawar,Home Schooling,No,Bachelors,No,None,Rural,Urdu Medium,Federal Board,Public Transport,100,29,2.01,94.65,85.07,46,62,Fail,2024-05-06
693,Laiba Awan,Female,Sialkot,Madrasa,No,Bachelors,Yes,Multiple Activities,Rural,Urdu Medium,Punjab Board,Public Transport,80,21,3.33,89.37,50.81,41,46,Pass,2024-08-11
694,Adeel Butt,Male,Islamabad,Madrasa,Yes,Intermediate,Yes,Arts Society,Rural,English Medium,Federal Board,Public Transport,65,21,3.34,68.19,68.19,75,67,Pass,2023-05-16
695,Laiba Butt,Female,Islamabad,Private,Yes,PhD,No,Volunteer Work,Urban,Urdu Medium,Federal Board,Own Vehicle,58,8,3.21,71.35,87.1,93,85,Fail,2025-07-05
696,Ali Awan,Male,Quetta,Private,No,Intermediate,Yes,None,Urban,English Medium,Cambridge System,School Bus,74,3,2.36,70.23,80.51,56,94,Fail,2024-01-31
697,Maha Iqbal,Female,Gujranwala,Home Schooling,No,Bachelors,No,Arts Society,Urban,English Medium,Cambridge System,Public Transport,64,8,3.44,63.9,59.7,53,40,Fail,2024-12-03
698,Saad Awan,Male,Lahore,Madrasa,No,Intermediate,No,Multiple Activities,Urban,Urdu Medium,Cambridge System,Own Vehicle,57,2,3.87,58.43,64.52,75,75,Pass,2025-10-06
699,Danish Awan,Male,Peshawar,Public,No,Masters,No,Arts Society,Rural,English Medium,Sindh Board,Own Vehicle,83,13,3.74,77.98,44.39,40,51,Fail,2024-05-22
700,Sana Raza,Female,Karachi,Madrasa,No,Bachelors,Yes,Arts Society,Rural,Urdu Medium,Federal Board,Walking,74,29,3.66,90.39,79.94,100,82,Pass,2025-02-21
701,Bilal Iqbal,Male,Rawalpindi,Private,Yes,Bachelors,No,None,Rural,Urdu Medium,Federal Board,Walking,58,22,3.14,60.02,40.12,50,94,Fail,2025-10-09
702,Omer Qureshi,Male,Quetta,Madrasa,No,Intermediate,No,Arts Society,Rural,Urdu Medium,Punjab Board,Own Vehicle,93,20,2.87,69.02,44.72,62,57,Pass,2025-01-10
703,Noor Raza,Female,Sialkot,Home Schooling,No,Bachelors,No,Debate Club,Rural,English Medium,Sindh Board,Walking,96,4,3.39,83.47,68.47,100,69,Fail,2024-03-26
704,Omer Chaudhry,Male,Faisalabad,Private,Yes,PhD,Yes,Sports,Rural,Urdu Medium,Punjab Board,Public Transport,87,9,3.36,62.6,72.35,93,87,Fail,2023-07-28
705,Kiran Chaudhry,Female,Peshawar,Private,No,Primary,Yes,Multiple Activities,Rural,Urdu Medium,Punjab Board,Own Vehicle,83,25,2.15,89.49,79.41,97,85,Fail,2023-04-11
706,Saad Khan,Male,Karachi,Private,Yes,PhD,Yes,Volunteer Work,Urban,Urdu Medium,Punjab Board,Own Vehicle,85,9,2.49,53.17,55.23,68,94,Pass,2024-12-23
707,Sana Khan,Female,Rawalpindi,Madrasa,Yes,PhD,Yes,Sports,Rural,Urdu Medium,Sindh Board,Public Transport,85,10,2.82,80.45,50.9,93,43,Fail,2024-06-08
708,Mehak Chaudhry,Female,Peshawar,Home Schooling,Yes,Intermediate,Yes,Arts Society,Urban,English Medium,Sindh Board,Public Transport,98,24,2.96,53.39,74.43,89,95,Pass,2023-09-30
709,Bilal Sheikh,Male,Sialkot,Home Schooling,No,Masters,No,Debate Club,Urban,Urdu Medium,Cambridge System,School Bus,59,9,3.25,89.75,74.73,65,45,Pass,2024-03-17
710,Nimra Awan,Female,Sialkot,Home Schooling,Yes,Uneducated,Yes,Multiple Activities,Rural,English Medium,Federal Board,School Bus,67,24,2.92,58.98,49.78,50,100,Pass,2024-10-30
711,Sana Khan,Female,Karachi,Public,Yes,Intermediate,Yes,None,Rural,Urdu Medium,Punjab Board,Walking,81,13,2.11,65.02,73.39,66,65,Fail,2024-06-22
712,Adnan Sheikh,Male,Quetta,Home Schooling,Yes,PhD,Yes,Debate Club,Urban,English Medium,Cambridge System,Own Vehicle,95,26,2.1,63.44,63.93,52,58,Fail,2023-04-24
713,Noor Qureshi,Female,Islamabad,Home Schooling,Yes,Matric,No,None,Urban,English Medium,Sindh Board,Public Transport,84,23,2.24,71.32,48.8,84,50,Fail,2025-07-25
714,Danish Qureshi,Male,Quetta,Madrasa,No,PhD,Yes,Arts Society,Urban,English Medium,Cambridge System,School Bus,58,6,2.61,90.31,66.89,87,84,Pass,2024-09-03
715,Bushra Khan,Female,Rawalpindi,Private,No,Bachelors,Yes,Volunteer Work,Urban,English Medium,Sindh Board,School Bus,66,3,3.4,90.52,63.73,53,85,Fail,2025-03-13
716,Kamran Chaudhry,Male,Quetta,Private,Yes,Matric,Yes,Multiple Activities,Rural,English Medium,Punjab Board,Own Vehicle,85,20,3.79,70.3,51.8,62,98,Fail,2025-07-04
717,Iqra Raza,Female,Quetta,Madrasa,No,Matric,No,Debate Club,Rural,English Medium,Sindh Board,Own Vehicle,78,30,2.16,73.68,44.83,52,62,Fail,2024-10-18
718,Sana Awan,Female,Gujranwala,Madrasa,No,Uneducated,Yes,Volunteer Work,Rural,English Medium,Federal Board,Public Transport,68,3,2.23,88.21,52.74,66,62,Pass,2025-02-04
719,Talha Malik,Male,Rawalpindi,Public,No,PhD,Yes,Multiple Activities,Urban,Urdu Medium,Federal Board,Public Transport,99,15,3.56,73.9,81.77,58,57,Pass,2024-06-17
720,Adnan Iqbal,Male,Rawalpindi,Home Schooling,No,Bachelors,Yes,None,Urban,English Medium,Cambridge System,School Bus,64,29,3.74,64.78,41.34,45,74,Pass,2023-05-06
721,Zain Khan,Male,Faisalabad,Home Schooling,No,Masters,No,None,Rural,English Medium,Sindh Board,School Bus,65,18,3.55,93.79,81.03,45,86,Pass,2023-01-15
722,Zainab Raza,Female,Faisalabad,Home Schooling,No,Bachelors,Yes,Debate Club,Rural,Urdu Medium,Punjab Board,School Bus,83,9,3.18,70.29,59.01,100,100,Fail,2023-04-21
723,Hamza Awan,Male,Sialkot,Home Schooling,No,Masters,Yes,None,Urban,Urdu Medium,Federal Board,School Bus,74,4,3.87,73.37,84.61,77,72,Fail,2025-08-27
724,Zainab Chaudhry,Female,Faisalabad,Home Schooling,No,Primary,No,Debate Club,Rural,Urdu Medium,Cambridge System,Walking,61,18,2.44,85.69,83.74,60,50,Fail,2025-09-15
725,Saba Butt,Female,Rawalpindi,Public,No,Uneducated,Yes,Arts Society,Urban,English Medium,Sindh Board,Public Transport,93,13,3.72,65.68,72.05,83,58,Fail,2023-03-07
726,Adeel Iqbal,Male,Islamabad,Home Schooling,No,Intermediate,Yes,Volunteer Work,Urban,English Medium,Cambridge System,School Bus,100,17,3.0,89.11,74.69,89,71,Fail,2024-10-06
727,Ahmed Iqbal,Male,Quetta,Madrasa,No,Matric,Yes,Volunteer Work,Rural,English Medium,Cambridge System,School Bus,67,27,3.62,67.96,68.31,51,85,Fail,2023-01-22
728,Maha Iqbal,Female,Faisalabad,Madrasa,No,Intermediate,No,Debate Club,Rural,Urdu Medium,Punjab Board,School Bus,84,23,2.83,89.95,87.16,44,66,Fail,2023-10-26
